Date,Open,High,Low,Close,Adj Close,Volume
2021-05-05,556.900024,564.950012,554.000000,559.950012,559.950012,11872729
2021-05-06,559.950012,564.400024,552.599976,558.750000,558.750000,9000753
2021-05-07,561.200012,572.900024,556.900024,568.500000,568.500000,12656867
2021-05-10,572.000000,577.000000,569.099976,572.549988,572.549988,8211446
2021-05-11,565.500000,574.849976,564.049988,568.400024,568.400024,7885422
2021-05-12,568.000000,569.150024,558.200012,561.750000,561.750000,6689476
2021-05-14,564.000000,569.349976,556.150024,560.400024,560.400024,7555855
2021-05-17,563.950012,563.950012,545.799988,549.650024,549.650024,13424956
2021-05-18,547.500000,552.900024,534.549988,536.349976,536.349976,34324460
2021-05-19,537.900024,540.549988,526.200012,528.200012,528.200012,19223054
2021-05-20,531.000000,531.000000,520.000000,520.650024,520.650024,13777903
2021-05-21,523.250000,533.299988,522.000000,530.950012,530.950012,10299402
2021-05-24,531.000000,533.000000,526.000000,526.799988,526.799988,6268351
2021-05-25,529.900024,530.799988,524.500000,526.099976,526.099976,9239443
2021-05-26,529.000000,530.799988,525.000000,525.750000,525.750000,6781577
2021-05-27,526.099976,527.000000,518.700012,519.799988,519.799988,22363299
2021-05-28,522.250000,528.500000,520.400024,523.599976,523.599976,10060110
2021-05-31,525.500000,536.000000,525.099976,534.900024,534.900024,12567516
2021-06-01,537.450012,538.400024,530.299988,532.900024,532.900024,8280431
2021-06-02,529.900024,534.599976,528.000000,529.500000,529.500000,10372845
2021-06-03,530.000000,533.400024,528.500000,532.049988,532.049988,6174103
2021-06-04,533.950012,535.799988,531.200012,532.700012,532.700012,4788898
2021-06-07,534.000000,541.000000,533.000000,536.450012,536.450012,9496183
2021-06-08,538.099976,548.000000,534.000000,546.799988,546.799988,12586649
2021-06-09,549.900024,551.500000,535.349976,540.000000,540.000000,12440819
2021-06-10,543.900024,547.849976,540.349976,545.150024,545.150024,6888855
2021-06-11,545.500000,549.750000,540.049988,540.849976,540.849976,7634036
2021-06-14,540.849976,540.849976,529.299988,539.349976,539.349976,5609077
2021-06-15,541.000000,543.650024,538.400024,542.500000,542.500000,7130896
2021-06-16,543.799988,543.799988,534.900024,536.750000,536.750000,9860470
2021-06-17,539.500000,541.250000,527.049988,528.650024,528.650024,10026485
2021-06-18,531.400024,541.900024,519.000000,538.750000,538.750000,14723907
2021-06-21,535.000000,541.900024,533.000000,539.599976,539.599976,5637000
2021-06-22,548.049988,549.000000,535.500000,536.400024,536.400024,8946586
2021-06-23,538.000000,539.200012,532.700012,534.049988,534.049988,4679563
2021-06-24,535.000000,535.450012,527.400024,528.750000,528.750000,6301610
2021-06-25,531.299988,535.900024,529.349976,535.099976,535.099976,5402768
2021-06-28,537.000000,537.000000,530.450012,531.200012,531.200012,5168753
2021-06-29,531.250000,532.250000,524.000000,524.950012,524.950012,8553386
2021-06-30,527.000000,530.400024,524.349976,525.650024,525.650024,5654391
2021-07-01,529.000000,531.000000,522.000000,522.650024,522.650024,6454014
2021-07-02,525.599976,533.000000,520.000000,525.000000,525.000000,13063791
2021-07-05,528.000000,528.500000,523.299988,523.950012,523.950012,6256128
2021-07-06,523.500000,527.700012,521.099976,526.099976,526.099976,10300966
2021-07-07,523.200012,530.599976,523.200012,529.599976,529.599976,6546286
2021-07-08,530.000000,532.799988,523.549988,525.299988,525.299988,5301428
2021-07-09,525.500000,537.500000,523.000000,536.250000,536.250000,7169047
2021-07-12,538.950012,538.950012,528.650024,529.650024,529.650024,8768168
2021-07-13,533.549988,535.500000,528.200012,530.049988,530.049988,7988044
2021-07-14,529.000000,531.400024,526.650024,530.049988,530.049988,6543996
2021-07-15,532.500000,532.500000,525.000000,525.450012,525.450012,6759881
2021-07-16,527.000000,543.400024,525.950012,541.150024,541.150024,11043791
2021-07-19,539.000000,544.700012,529.299988,538.450012,538.450012,8962285
2021-07-20,536.450012,536.799988,523.000000,525.750000,525.750000,7505544
2021-07-22,531.099976,548.000000,523.650024,546.700012,546.700012,19847956
2021-07-23,547.700012,560.650024,532.750000,548.299988,548.299988,32588978
2021-07-26,545.000000,553.849976,542.099976,544.049988,544.049988,5118493
2021-07-27,545.799988,545.799988,536.150024,540.549988,540.549988,5727485
2021-07-28,539.500000,570.700012,537.849976,567.900024,567.900024,31932505
2021-07-29,574.099976,576.700012,565.000000,567.150024,567.150024,15552340
2021-07-30,565.900024,568.500000,557.799988,561.650024,561.650024,9938812
2021-08-02,566.000000,569.950012,560.000000,565.150024,565.150024,6254864
2021-08-03,568.000000,582.000000,562.099976,580.200012,580.200012,21280806
2021-08-04,575.000000,586.900024,570.299988,574.400024,574.400024,21414510
2021-08-05,577.500000,619.000000,577.500000,598.700012,598.700012,71088770
2021-08-06,594.500000,616.950012,588.500000,607.900024,607.900024,28520160
2021-08-09,610.000000,612.700012,597.549988,599.250000,599.250000,9892910
2021-08-10,602.200012,628.000000,598.400024,622.200012,622.200012,33878294
2021-08-11,622.200012,629.250000,613.700012,620.849976,620.849976,18386089
2021-08-12,623.000000,628.950012,617.000000,623.150024,623.150024,8274954
2021-08-13,623.150024,638.799988,618.099976,637.049988,637.049988,20690579
2021-08-16,638.750000,644.000000,632.000000,634.049988,634.049988,10312706
2021-08-17,634.049988,638.000000,623.000000,626.349976,626.349976,11102775
2021-08-18,625.900024,634.000000,620.849976,622.950012,622.950012,7005347
2021-08-20,619.500000,633.000000,607.000000,613.700012,613.700012,12534832
2021-08-23,618.400024,630.500000,607.599976,622.650024,622.650024,12554898
2021-08-24,627.950012,627.950012,617.049988,620.099976,620.099976,5776595
2021-08-25,622.349976,622.349976,611.000000,612.450012,612.450012,7977884
2021-08-26,610.000000,611.500000,584.299988,586.900024,586.900024,25831904
2021-08-27,588.799988,605.400024,585.049988,595.150024,595.150024,16141223
2021-08-30,596.000000,625.000000,590.099976,620.450012,620.450012,39759785
2021-08-31,626.049988,668.099976,625.000000,664.049988,664.049988,59661820
2021-09-01,668.000000,673.299988,654.000000,666.400024,666.400024,30228814
2021-09-02,669.950012,673.750000,664.049988,666.500000,666.500000,18601857
2021-09-03,668.000000,669.599976,654.000000,658.450012,658.450012,7774350
2021-09-06,664.400024,665.750000,653.400024,654.599976,654.599976,10035041
2021-09-07,657.950012,680.500000,648.000000,670.549988,670.549988,27665704
2021-09-08,678.000000,683.799988,665.000000,667.849976,667.849976,20492200
2021-09-09,667.849976,688.200012,667.049988,686.150024,686.150024,19419892
2021-09-13,692.000000,697.000000,685.849976,693.299988,693.299988,19341527
2021-09-14,682.191833,686.805237,676.400574,681.406616,681.406616,11694600
2021-09-15,684.154968,721.405579,683.320679,712.129761,712.129761,56796797
2021-09-16,721.454712,723.417847,702.215881,705.356934,705.356934,45001991
2021-09-17,707.712708,721.209290,707.712708,714.730896,714.730896,26649321
2021-09-20,711.638977,720.178650,707.025574,711.589905,711.589905,14330899
2021-09-21,709.577698,727.098694,708.694275,713.258545,713.258545,14216876
2021-09-22,713.602112,718.559082,710.755554,713.356750,713.356750,16348622
2021-09-23,719.884155,726.460693,709.872131,713.405823,713.405823,26497345
2021-09-24,715.614319,739.122986,714.583679,725.773621,725.773621,72175065
2021-09-27,731.000000,731.900024,718.150024,722.549988,722.549988,11282248
2021-09-28,724.400024,726.799988,686.000000,696.150024,696.150024,21944239
2021-09-29,697.000000,702.000000,689.150024,694.099976,694.099976,16729859
2021-09-30,695.799988,709.799988,686.799988,688.299988,688.299988,13911568
2021-10-01,687.349976,687.349976,667.650024,675.900024,675.900024,14952128
2021-10-04,675.000000,686.200012,669.700012,681.400024,681.400024,8917898
2021-10-05,684.400024,703.450012,680.400024,699.250000,699.250000,25598885
2021-10-06,705.750000,707.950012,688.200012,691.400024,691.400024,10406502
2021-10-07,695.750000,702.200012,691.299988,692.500000,692.500000,8121590
2021-10-08,695.150024,699.549988,688.900024,695.500000,695.500000,6297352
2021-10-11,693.099976,696.049988,685.000000,690.849976,690.849976,8792050
2021-10-12,691.000000,698.400024,684.200012,686.349976,686.349976,8579567
2021-10-13,689.000000,696.799988,683.099976,689.900024,689.900024,7062149
2021-10-14,693.000000,694.000000,681.849976,685.799988,685.799988,9820591
2021-10-18,700.000000,701.950012,679.650024,680.599976,680.599976,8574445
2021-10-19,699.000000,699.000000,675.450012,681.099976,681.099976,7328862
2021-10-20,683.400024,713.900024,681.400024,708.450012,708.450012,21217306
2021-10-21,710.950012,712.349976,689.200012,696.049988,696.049988,8908979
2021-10-22,698.500000,705.299988,684.250000,694.500000,694.500000,6587256
2021-10-25,693.000000,704.000000,675.000000,691.099976,691.099976,9540441
2021-10-26,695.000000,709.849976,689.000000,696.200012,696.200012,10953878
2021-10-27,699.400024,714.650024,694.000000,702.349976,702.349976,11878571
2021-10-28,702.750000,706.049988,684.400024,689.750000,689.750000,8884507
2021-10-29,692.200012,701.000000,677.049988,685.349976,685.349976,8602343
2021-11-01,689.950012,722.799988,689.599976,712.500000,712.500000,17121001
2021-11-02,712.500000,723.099976,709.549988,713.950012,713.950012,7725455
2021-11-03,725.750000,732.500000,696.000000,699.099976,699.099976,23261507
2021-11-04,704.000000,704.799988,699.200012,701.099976,701.099976,1064714
2021-11-08,707.450012,714.900024,704.000000,709.000000,709.000000,7565546
2021-11-09,711.700012,716.450012,705.150024,713.200012,713.200012,5278131
2021-11-10,717.500000,738.000000,707.349976,735.450012,735.450012,15180490
2021-11-11,735.000000,738.599976,724.250000,728.599976,728.599976,7421118
2021-11-12,733.000000,745.000000,725.250000,743.500000,743.500000,9207508
2021-11-15,740.000000,746.000000,736.200012,737.549988,737.549988,5454742
2021-11-16,741.349976,742.049988,727.049988,730.299988,730.299988,4639931
2021-11-17,724.549988,732.349976,716.250000,720.049988,720.049988,8002927
2021-11-18,720.599976,723.450012,708.000000,714.349976,714.349976,4469597
2021-11-22,740.000000,755.950012,733.099976,742.099976,742.099976,36884348
2021-11-23,745.000000,761.000000,735.700012,758.900024,758.900024,18240414
2021-11-24,764.000000,781.799988,756.250000,758.900024,758.900024,21653712
2021-11-25,759.049988,768.500000,752.799988,765.150024,765.150024,8483653
2021-11-26,763.000000,763.000000,733.099976,738.750000,738.750000,11142921
2021-11-29,752.000000,755.000000,727.099976,739.349976,739.349976,15885643
2021-11-30,740.000000,750.200012,722.650024,728.250000,728.250000,14272616
2021-12-01,733.000000,737.400024,718.250000,722.250000,722.250000,10488561
2021-12-02,723.900024,735.700012,714.150024,732.549988,732.549988,11507427
2021-12-03,730.000000,734.650024,716.299988,718.349976,718.349976,11024093
2021-12-06,718.000000,721.900024,693.849976,697.599976,697.599976,8804487
2021-12-07,702.349976,705.700012,694.099976,698.849976,698.849976,10238693
2021-12-08,705.000000,719.000000,702.299988,715.150024,715.150024,8296393
2021-12-09,716.799988,723.950012,711.000000,713.950012,713.950012,9069515
2021-12-10,711.000000,718.900024,707.000000,710.700012,710.700012,4251339
2021-12-13,715.000000,718.400024,698.349976,703.099976,703.099976,9896899
2021-12-14,701.000000,706.299988,688.400024,691.599976,691.599976,9275631
2021-12-15,691.750000,694.900024,684.099976,685.450012,685.450012,7674319
2021-12-16,689.900024,689.900024,677.599976,681.400024,681.400024,9633006
2021-12-17,681.000000,685.700012,661.099976,666.049988,666.049988,13850460
2021-12-20,659.150024,661.150024,645.099976,658.250000,658.250000,11812939
2021-12-21,663.950012,670.900024,659.200012,667.000000,667.000000,8084499
2021-12-22,667.000000,686.000000,667.000000,684.750000,684.750000,8522226
2021-12-23,689.000000,689.000000,675.500000,678.750000,678.750000,5602466
2021-12-24,682.099976,682.849976,672.650024,677.049988,677.049988,3756020
2021-12-27,674.950012,678.349976,668.650024,675.750000,675.750000,3658572
2021-12-28,679.849976,683.500000,675.049988,680.049988,680.049988,3892590
2021-12-29,679.950012,683.500000,675.000000,676.849976,676.849976,3847574
2021-12-30,677.500000,685.799988,674.200012,679.349976,679.349976,5701612
2021-12-31,680.500000,694.099976,680.000000,683.799988,683.799988,4598628
2022-01-03,687.799988,692.599976,683.099976,691.299988,691.299988,2939833
2022-01-04,692.250000,703.250000,690.400024,697.450012,697.450012,6473875
2022-01-05,700.900024,702.750000,691.750000,700.000000,700.000000,4586105
2022-01-06,702.000000,720.500000,700.000000,710.400024,710.400024,21642414
2022-01-07,713.900024,715.150024,701.450012,704.700012,704.700012,4315015
2022-01-10,705.400024,711.349976,703.650024,704.950012,704.950012,3565324
2022-01-11,703.000000,709.549988,694.599976,703.450012,703.450012,10642484
2022-01-12,707.950012,732.700012,704.200012,730.200012,730.200012,12366953
2022-01-13,729.000000,735.650024,726.150024,731.799988,731.799988,5829874
2022-01-14,729.950012,730.900024,718.450012,720.599976,720.599976,5344096
2022-01-17,720.000000,734.750000,719.549988,728.599976,728.599976,4340924
2022-01-18,727.000000,730.700012,712.549988,714.349976,714.349976,4312058
2022-01-19,714.000000,715.000000,701.700012,703.700012,703.700012,5879490
2022-01-20,706.000000,719.650024,705.250000,715.400024,715.400024,4812496
2022-01-21,709.599976,714.000000,689.349976,695.250000,695.250000,6704622
2022-01-24,690.299988,707.000000,677.349976,689.900024,689.900024,11091633
2022-01-25,684.000000,720.450012,682.150024,711.849976,711.849976,14128764
2022-01-27,706.500000,716.000000,701.500000,707.250000,707.250000,8937312
2022-01-28,714.900024,754.000000,701.650024,715.799988,715.799988,21450677
2022-01-31,728.000000,735.000000,719.549988,729.299988,729.299988,10745370
2022-02-01,733.000000,735.000000,718.299988,723.049988,723.049988,4814511
2022-02-02,726.099976,731.750000,720.500000,725.049988,725.049988,3286577
2022-02-03,726.000000,729.000000,718.500000,721.650024,721.650024,3651578
2022-02-04,721.099976,723.250000,716.500000,720.200012,720.200012,3284198
2022-02-07,718.000000,720.099976,699.500000,706.500000,706.500000,6833983
2022-02-08,711.200012,714.700012,701.000000,708.900024,708.900024,7167684
2022-02-09,707.099976,726.099976,702.150024,719.349976,719.349976,10185173
2022-02-10,722.950012,726.950012,708.599976,724.049988,724.049988,6074014
2022-02-11,721.700012,725.400024,710.900024,715.150024,715.150024,5646980
2022-02-14,704.000000,704.000000,685.000000,689.700012,689.700012,7441445
2022-02-15,696.000000,713.099976,686.599976,711.549988,711.549988,4650249
2022-02-16,717.400024,728.200012,708.000000,721.799988,721.799988,5433910
2022-02-17,724.450012,727.500000,715.000000,717.000000,717.000000,5107708
2022-02-18,712.049988,719.549988,711.349976,712.549988,712.549988,4099366
2022-02-21,708.049988,716.549988,703.000000,709.950012,709.950012,4307430
2022-02-22,694.200012,702.500000,687.500000,699.250000,699.250000,9148804
2022-02-23,700.099976,708.950012,699.500000,704.400024,704.400024,4124469
2022-02-24,682.000000,688.549988,645.450012,670.900024,670.900024,14139461
2022-02-25,677.500000,695.150024,677.500000,688.650024,688.650024,6452099
2022-02-28,681.000000,690.000000,666.450012,686.500000,686.500000,8301523
2022-03-02,684.000000,684.000000,666.000000,674.250000,674.250000,10220908
2022-03-03,675.000000,679.799988,668.599976,672.049988,672.049988,6517030
2022-03-04,665.000000,667.950012,650.000000,653.700012,653.700012,7094874
2022-03-07,640.000000,679.349976,639.000000,675.400024,675.400024,12615451
2022-03-08,675.000000,686.849976,667.599976,683.000000,683.000000,8462985
2022-03-09,682.000000,698.000000,674.299988,691.500000,691.500000,9896395
2022-03-10,699.950012,707.500000,690.599976,697.750000,697.750000,5989327
2022-03-11,696.700012,702.400024,691.500000,694.849976,694.849976,3353880
2022-03-11,696.700012,702.400024,691.500000,694.849976,694.849976,3352914
